name,model_name,feature_set,train_window,train_seasons,recency_half_life,train_rows,validation_rows,test_rows,feature_count,decision_threshold,validation_accuracy,validation_balanced_accuracy,validation_f1_weighted,validation_roc_auc,validation_brier_score,validation_selection_metric,test_accuracy,test_balanced_accuracy,test_f1_weighted,test_roc_auc,test_log_loss,test_brier_score,test_selection_metric,majority_class_rate,baseline_accuracy_delta,notes
home_win_no_market_last_4_histgb_l2_010_recency_none,histgb_l2_010,no_market,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,104,0.32999999999999996,0.6909871244635193,0.693139861172648,0.6907480209120725,0.7336434795451189,0.21928184858906477,0.704932170645303,0.5964912280701754,0.5964912280701754,0.5861742424242424,0.6781317328408741,0.6882054360643692,0.23477021083127556,0.6194358316544951,0.5,0.0964912280701754,
home_win_market_only_last_6_histgb_l2_010_recency_1p0,histgb_l2_010,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,14,0.4499999999999999,0.6864864864864865,0.6917179730049727,0.6873117874960573,0.7378788775751834,0.21620790823987032,0.7049053165496987,0.6271929824561403,0.6271929824561404,0.6240032594144693,0.6573561095721762,0.7324187937349287,0.2544828890650129,0.6357634621347005,0.5,0.1271929824561403,
home_win_market_only_last_8_extra_trees_depth8_recency_4p0,extra_trees_depth8,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,14,0.58,0.6923076923076923,0.6813166144200626,0.6861792531243874,0.7570689655172416,0.1996914446501976,0.7047717155548651,0.6271929824561403,0.6271929824561404,0.6041585816703772,0.6814404432132964,0.6289565484342254,0.22052048544263342,0.6400120605654227,0.5,0.1271929824561403,
home_win_compact_last_6_histgb_l2_010_recency_2p0,histgb_l2_010,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,37,0.5499999999999999,0.6918918918918919,0.6897347856973716,0.6923826690913208,0.7383672744494435,0.2117431247959752,0.7047217148320856,0.618421052631579,0.618421052631579,0.6182374564560518,0.711449676823638,0.6407450479096722,0.2255914687210804,0.6463021004628676,0.5,0.11842105263157898,
home_win_form_market_elo_last_8_extra_trees_depth8_recency_1p0,extra_trees_depth8,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,62,0.5099999999999999,0.6903353057199211,0.6862382445141066,0.6896115082264733,0.7457523510971786,0.20260628909153192,0.7045984660458832,0.618421052631579,0.618421052631579,0.6157526683842474,0.6857494613727301,0.6235846712858004,0.21811296141574643,0.6382193176168245,0.5,0.11842105263157898,
home_win_market_only_last_6_histgb_l2_010_recency_2p0,histgb_l2_010,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,14,0.59,0.6945945945945946,0.6878107980108927,0.6935507961963856,0.7400396637461519,0.2142040442735537,0.7043404574592945,0.6096491228070176,0.6096491228070176,0.6096416136044476,0.6605878731917513,0.6968138571791147,0.245826752235384,0.6249296215420521,0.5,0.10964912280701755,
home_win_form_market_elo_last_8_logistic_l2_c03_recency_1p0,logistic_l2_c03,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,62,0.49999999999999994,0.6883629191321499,0.6850940438871473,0.6880031232500885,0.7473354231974922,0.20281265206995608,0.704202819584692,0.6228070175438597,0.6228070175438596,0.6178373742886101,0.7022930132348415,0.6293708063415254,0.22156134123333582,0.6459073697628668,0.5,0.1228070175438597,
home_win_market_only_last_8_extra_trees_depth8_recency_none,extra_trees_depth8,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,14,0.58,0.6923076923076923,0.6806426332288402,0.6854083598405089,0.7563793103448275,0.2003167874657828,0.7040784953553867,0.6491228070175439,0.6491228070175439,0.6248457424928013,0.685595567867036,0.6293159375729398,0.22057053690410586,0.6564230755936802,0.5,0.14912280701754388,
home_win_all_features_last_6_logistic_l2_c03_recency_none,logistic_l2_c03,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,118,0.6399999999999999,0.7027027027027027,0.6851468150603837,0.6940159210359359,0.7436360407293393,0.20811153811366429,0.7040239486574033,0.6140350877192983,0.6140350877192983,0.6030075187969925,0.6708217913204063,0.6455895521566635,0.22901806495517868,0.6294169634612848,0.5,0.11403508771929827,
home_win_compact_last_6_histgb_l2_002_recency_1p0,histgb_l2_002,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,37,0.3999999999999999,0.6810810810810811,0.6943227563343595,0.6792520751088166,0.7340753019180678,0.21827830082162475,0.7039879178256406,0.6008771929824561,0.6008771929824561,0.5900819915044947,0.7050630963373347,0.6678712231102426,0.23502661924027815,0.6305136837672255,0.5,0.10087719298245612,
home_win_all_features_last_8_logistic_l2_c03_recency_4p0,logistic_l2_c03,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,118,0.49999999999999994,0.6923076923076923,0.6823275862068966,0.6872512863328829,0.751630094043887,0.2021135153745563,0.7038568935768917,0.5964912280701754,0.5964912280701754,0.5919701213818861,0.6823638042474608,0.6383236930943911,0.22624900743669346,0.6215748349201177,0.5,0.0964912280701754,
home_win_compact_last_2_histgb_l2_002_recency_none,histgb_l2_002,compact,last_2,"['2425', '2526']",,532,96,228,37,0.48999999999999994,0.6875,0.6878260869565218,0.6876356925749022,0.7408695652173912,0.21814982693972051,0.7037105712775398,0.6666666666666666,0.6666666666666667,0.6654051131536263,0.6999076638965835,0.6736557266868947,0.22933242382617378,0.6764497328086857,0.5,0.16666666666666663,
home_win_form_market_elo_last_4_logistic_l2_c03_recency_1p0,logistic_l2_c03,form_market_elo,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,62,0.42999999999999994,0.6824034334763949,0.6833185644661055,0.6825438593716889,0.7509968985378822,0.2019580567478259,0.7035058589234762,0.6140350877192983,0.6140350877192983,0.6004778972520908,0.7052939365958757,0.6263270923884271,0.21980677907198012,0.6393791638121904,0.5,0.11403508771929827,
home_win_no_market_last_6_extra_trees_depth8_recency_4p0,extra_trees_depth8,no_market,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,104,0.5299999999999999,0.6918918918918919,0.6878699976320152,0.6918918918918919,0.7379232772910252,0.20788147547907507,0.7034892656686997,0.6359649122807017,0.6359649122807017,0.6322223301914294,0.6851338873499537,0.6361865302614736,0.2226312118562497,0.6501542174880864,0.5,0.13596491228070173,
home_win_compact_last_8_extra_trees_depth8_recency_none,extra_trees_depth8,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,37,0.5499999999999999,0.6883629191321499,0.6817241379310345,0.6861468925154383,0.752037617554859,0.20103603164114342,0.7034815950058423,0.6271929824561403,0.6271929824561403,0.6192160330091365,0.6902123730378579,0.6291892755649103,0.22023949843093144,0.6449022572136051,0.5,0.1271929824561403,
home_win_market_only_last_6_histgb_l2_002_recency_none,histgb_l2_002,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,14,0.5199999999999999,0.6837837837837838,0.687426000473597,0.6847675397909274,0.7418156523798247,0.21667650987942283,0.7033441269430649,0.6052631578947368,0.605263157894737,0.6022022332506203,0.6699753770390889,0.6871032048682857,0.24190098231625753,0.624217684941425,0.5,0.10526315789473684,
home_win_market_only_last_6_histgb_l2_010_recency_4p0,histgb_l2_010,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,14,0.57,0.6891891891891891,0.6854428131659958,0.6892834307029058,0.7424964480227326,0.21378874820539379,0.7031349962535534,0.6096491228070176,0.6096491228070176,0.6079522401901118,0.6620498614958449,0.6941878978982918,0.24573795422856184,0.62511481202113,0.5,0.10964912280701755,
home_win_all_features_last_8_logistic_l2_c03_recency_2p0,logistic_l2_c03,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,118,0.5099999999999999,0.6903353057199211,0.6815203761755486,0.6863792178649019,0.7507523510971787,0.20199866794292104,0.7030187949054406,0.6008771929824561,0.6008771929824561,0.5967738800893985,0.6884425977223761,0.6360784936050355,0.2251392862743381,0.6265313174704735,0.5,0.10087719298245612,
home_win_market_only_last_4_histgb_l2_002_recency_none,histgb_l2_002,market_only,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,14,0.37999999999999995,0.6909871244635193,0.6915152857775808,0.6911579630722856,0.7296558853935904,0.22037350918899895,0.7029038672565895,0.6228070175438597,0.6228070175438597,0.6185807656395892,0.6631271160357034,0.7127775598512037,0.24991194671999245,0.6342691093057723,0.5,0.1228070175438597,
home_win_market_only_last_4_histgb_l2_010_recency_1p0,histgb_l2_010,market_only,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,14,0.32999999999999996,0.6909871244635193,0.6927337173238812,0.6909188192302,0.7270713336287107,0.22447217515936158,0.702762767501278,0.6008771929824561,0.6008771929824561,0.5888472742405326,0.6529701446598954,0.7344455291918434,0.25900930839003733,0.6147005906743994,0.5,0.10087719298245612,
home_win_no_market_last_6_extra_trees_depth8_recency_2p0,extra_trees_depth8,no_market,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,104,0.5399999999999999,0.6918918918918919,0.6866268055884442,0.6914712789712789,0.737597679374852,0.20813661428590247,0.7026447387317918,0.6271929824561403,0.6271929824561404,0.6210625109985727,0.6833641120344721,0.6368679561694048,0.22294112847622746,0.6431247506110048,0.5,0.1271929824561403,
home_win_form_market_elo_last_8_extra_trees_depth8_recency_none,extra_trees_depth8,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,62,0.5399999999999999,0.6883629191321499,0.6820611285266458,0.6863787869416387,0.7477742946708463,0.2026115146611512,0.7024227271321549,0.6447368421052632,0.6447368421052632,0.6380455872841659,0.6839027393044014,0.6275418877373369,0.21929187688882276,0.6554829230418401,0.5,0.14473684210526316,
home_win_market_only_last_8_extra_trees_depth8_recency_2p0,extra_trees_depth8,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,14,0.57,0.6883629191321499,0.6780172413793104,0.6828910305884837,0.7566144200626961,0.19915511398164285,0.7023274633657021,0.631578947368421,0.631578947368421,0.6144927536231883,0.6812865497076024,0.6300278039624572,0.220950331064035,0.6439282990083905,0.5,0.13157894736842102,
home_win_all_features_last_8_extra_trees_depth8_recency_none,extra_trees_depth8,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,118,0.4599999999999999,0.6745562130177515,0.6828134796238244,0.672958469907131,0.7523981191222572,0.2010617717110538,0.7022106200158502,0.5833333333333334,0.5833333333333333,0.5764816299395812,0.6882117574638351,0.6292852724015203,0.21985796900277965,0.613769105063421,0.5,0.08333333333333337,
home_win_all_features_last_6_logistic_l2_c03_recency_1p0,logistic_l2_c03,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,118,0.6699999999999999,0.6945945945945946,0.682838029836609,0.690731214255695,0.7429552450864314,0.21857354994843986,0.7020571720744186,0.631578947368421,0.631578947368421,0.6173273657289002,0.698830409356725,0.6356116596362023,0.22413027763484722,0.6496166487189841,0.5,0.13157894736842102,
home_win_form_market_elo_last_8_extra_trees_depth8_recency_4p0,extra_trees_depth8,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,62,0.5399999999999999,0.6883629191321499,0.6820611285266458,0.6863787869416387,0.7464106583072101,0.2028875490389037,0.702013636223064,0.6228070175438597,0.6228070175438597,0.6152276295133438,0.6848261003385657,0.6252933903111999,0.21851323357632624,0.6402758341776942,0.5,0.1228070175438597,
home_win_no_market_last_4_histgb_l2_002_recency_1p0,histgb_l2_002,no_market,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,104,0.29,0.6866952789699571,0.6874169251218432,0.6868569161042383,0.7362280313099986,0.22932370085792136,0.7019762556256491,0.5701754385964912,0.5701754385964912,0.5615384615384615,0.6716682056017235,0.7335718205523615,0.24597776858144477,0.5993277221393565,0.5,0.07017543859649122,
home_win_form_market_elo_last_8_extra_trees_depth8_recency_2p0,extra_trees_depth8,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,62,0.5399999999999999,0.6883629191321499,0.6820611285266458,0.6863787869416387,0.746191222570533,0.202682217352833,0.7019478055020609,0.6271929824561403,0.6271929824561403,0.6192160330091365,0.6893659587565405,0.623839112714406,0.2179893177802223,0.6446483329292098,0.5,0.1271929824561403,
home_win_all_features_last_6_logistic_l2_c03_recency_4p0,logistic_l2_c03,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,118,0.6399999999999999,0.6972972972972973,0.6809140421501303,0.689670201174626,0.7444056358039308,0.21021564380958235,0.7012749440999448,0.6228070175438597,0.6228070175438597,0.610828834550651,0.6789781471221915,0.6404622395888684,0.22696665379618533,0.637861628968378,0.5,0.1228070175438597,
home_win_form_market_elo_last_6_logistic_l2_c03_recency_2p0,logistic_l2_c03,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,62,0.6599999999999999,0.6945945945945946,0.6797300497276817,0.6883102448716211,0.7459744257636751,0.21271140453636958,0.7008903918100706,0.6359649122807017,0.6359649122807017,0.6167912034505801,0.6913665743305633,0.6341142043662308,0.22413034289290965,0.649709354571142,0.5,0.13596491228070173,
home_win_no_market_last_6_extra_trees_depth8_recency_none,extra_trees_depth8,no_market,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,104,0.5099999999999999,0.6837837837837838,0.6843180203646697,0.6847242745458958,0.7393440681979635,0.20738650588359706,0.7008867728418419,0.6359649122807017,0.6359649122807017,0.6343824262447111,0.6835180055401662,0.6367444616658469,0.2229697850199732,0.6499934673531426,0.5,0.13596491228070173,
home_win_all_features_last_2_logistic_l2_c03_recency_none,logistic_l2_c03,all_features,last_2,"['2425', '2526']",,532,96,228,118,0.4799999999999999,0.6875,0.6921739130434783,0.684222027972028,0.7243478260869565,0.21695818038777306,0.7006333041958043,0.6052631578947368,0.6052631578947368,0.6000623684415686,0.6683594952293013,0.6687559987622235,0.23597079256269987,0.623411940677131,0.5,0.10526315789473684,
home_win_form_market_elo_last_8_histgb_l2_010_recency_1p0,histgb_l2_010,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,62,0.4099999999999999,0.6883629191321499,0.6874529780564264,0.6887040066870431,0.7306112852664577,0.2173397047288751,0.7005881245140282,0.5921052631578947,0.5921052631578947,0.5886153308887725,0.677900892582333,0.6740237661614176,0.23638023343331602,0.6173204621448578,0.5,0.09210526315789469,
home_win_market_only_last_6_histgb_l2_002_recency_2p0,histgb_l2_002,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,14,0.5199999999999999,0.6837837837837838,0.6843180203646697,0.6847242745458958,0.7376420790906939,0.21615995170816676,0.700376176109661,0.6052631578947368,0.6052631578947368,0.603309619548407,0.6652816251154201,0.7079638982832546,0.24746048516426664,0.6229756673089923,0.5,0.10526315789473684,
home_win_all_features_last_8_extra_trees_depth8_recency_4p0,extra_trees_depth8,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,118,0.5399999999999999,0.6844181459566075,0.6767398119122257,0.6814057189420657,0.7531347962382444,0.20077449900175154,0.7003581932645073,0.6359649122807017,0.6359649122807017,0.6271794164581651,0.6909048938134811,0.6284273589923858,0.21946988171870183,0.651129082367155,0.5,0.13596491228070173,
home_win_compact_last_8_logistic_l2_c03_recency_none,logistic_l2_c03,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,37,0.48999999999999994,0.6765285996055227,0.6792398119122256,0.6770196999097653,0.7500940438871474,0.2025699570280325,0.7001630647043331,0.5833333333333334,0.5833333333333333,0.5679664904757156,0.6869036626654355,0.641580658266091,0.22717124369355102,0.6120994057043212,0.5,0.08333333333333337,
home_win_no_market_last_4_logistic_l2_c03_recency_2p0,logistic_l2_c03,no_market,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,104,0.4699999999999999,0.6866952789699571,0.6857923497267759,0.6866258421493391,0.7323881258307487,0.20914264625601475,0.6998961064213524,0.6008771929824561,0.6008771929824561,0.6008695150337611,0.675592489996922,0.6401894897844902,0.22461231277473484,0.6232906303944916,0.5,0.10087719298245612,
home_win_all_features_last_8_extra_trees_depth8_recency_2p0,extra_trees_depth8,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,118,0.5299999999999999,0.6824457593688363,0.6766065830721003,0.6807585174724828,0.7514733542319749,0.2010427520394857,0.6996894045801201,0.618421052631579,0.618421052631579,0.6112341493052154,0.6914435210834102,0.6277028434495633,0.21904874103548538,0.6392497576681738,0.5,0.11842105263157898,
home_win_all_features_last_8_extra_trees_depth8_recency_1p0,extra_trees_depth8,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,118,0.5299999999999999,0.6844181459566075,0.6774137931034483,0.6819286348068095,0.748949843260188,0.20139581310544188,0.6995518344059743,0.6403508771929824,0.6403508771929824,0.637562034739454,0.6922129886118806,0.6257952414696163,0.21841935141701996,0.6554911842506227,0.5,0.14035087719298245,
home_win_no_market_last_4_logistic_l2_c03_recency_1p0,logistic_l2_c03,no_market,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,104,0.4499999999999999,0.6866952789699571,0.6866046374243095,0.6868339477261529,0.7289174420321961,0.2101338810106547,0.6993328753519521,0.6271929824561403,0.6271929824561404,0.6270136068823495,0.6777469990766389,0.6399573410789974,0.2239486531160935,0.6423322811062213,0.5,0.1271929824561403,
home_win_compact_last_6_histgb_l2_002_recency_2p0,histgb_l2_002,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,37,0.5199999999999999,0.6837837837837838,0.6861828084300261,0.6848057123583107,0.730612124082406,0.21645785229586414,0.6993050387149828,0.6535087719298246,0.6535087719298246,0.6531818619428132,0.7101415820252386,0.6543208886110303,0.22793748813459308,0.6704495784603971,0.5,0.1535087719298246,
home_win_all_features_last_8_logistic_l2_c03_recency_1p0,logistic_l2_c03,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,118,0.48999999999999994,0.6844181459566075,0.6804467084639498,0.683760270002222,0.7414576802507837,0.20513913813413426,0.6992470342307409,0.6140350877192983,0.6140350877192982,0.608125,0.6999846106494306,0.6351318392410029,0.22395608671951636,0.6389334314404432,0.5,0.11403508771929827,
home_win_no_market_last_4_histgb_l2_002_recency_none,histgb_l2_002,no_market,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,104,0.32999999999999996,0.6866952789699571,0.6857923497267759,0.6866258421493391,0.7296558853935903,0.2271430491641257,0.6990764342902048,0.5921052631578947,0.5921052631578947,0.5833775419982317,0.6852108341028008,0.6949990278624437,0.23499129152965637,0.6187277762674172,0.5,0.09210526315789469,
home_win_no_market_last_4_histgb_l2_010_recency_4p0,histgb_l2_010,no_market,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,104,0.36999999999999994,0.6866952789699571,0.6845739181804755,0.685963760488538,0.7310589277802392,0.22185252391936341,0.698727897406614,0.6140350877192983,0.6140350877192983,0.6089498713650893,0.6895967990150815,0.6802399976393898,0.23070022376920918,0.6359408186549019,0.5,0.11403508771929827,
home_win_no_market_last_6_histgb_l2_002_recency_1p0,histgb_l2_002,no_market,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,104,0.42999999999999994,0.6810810810810811,0.6887283921382903,0.6814352179829518,0.723952166706133,0.22506789354475185,0.6982015483853423,0.5482456140350878,0.5482456140350878,0.5480282530456706,0.6711295783317944,0.7146043927905786,0.2467433696563489,0.5850781991756873,0.5,0.04824561403508776,
home_win_no_market_last_4_histgb_l2_010_recency_1p0,histgb_l2_010,no_market,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,104,0.4499999999999999,0.6866952789699571,0.6825431989366415,0.6839080058700543,0.734012701225816,0.22394326015948426,0.6981887706634059,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6770544783010157,0.7052703755304257,0.24052482800836303,0.6268005540166206,0.5,0.10526315789473684,
home_win_compact_last_8_histgb_l2_010_recency_1p0,histgb_l2_010,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,37,0.5199999999999999,0.6883629191321499,0.682398119122257,0.6866002659598204,0.7326802507836991,0.2137704892731288,0.6981130806463242,0.6359649122807017,0.6359649122807018,0.6347775740615652,0.6887503847337642,0.6624974534228352,0.23440137636905795,0.65162245328375,0.5,0.13596491228070173,
home_win_compact_last_2_histgb_l2_010_recency_none,histgb_l2_010,compact,last_2,"['2425', '2526']",,532,96,228,37,0.5499999999999999,0.6875,0.6843478260869565,0.6854431768319439,0.7291304347826087,0.2186614517415307,0.6979469113074003,0.6973684210526315,0.6973684210526316,0.6942571178699836,0.6974453678054786,0.6654823957079069,0.226902616643024,0.6969248096010886,0.5,0.19736842105263153,
home_win_form_market_elo_last_6_logistic_l2_c03_recency_1p0,logistic_l2_c03,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,62,0.72,0.6972972972972973,0.676562869997632,0.6850074973943274,0.7432512431920435,0.21846294383807907,0.6978360760654598,0.6228070175438597,0.6228070175438597,0.581025641025641,0.7016774392120654,0.6296525858015484,0.22170671434748043,0.6402009375665886,0.5,0.1228070175438597,
home_win_market_only_last_2_histgb_l2_010_recency_none,histgb_l2_010,market_only,last_2,"['2425', '2526']",,532,96,228,14,0.5299999999999999,0.6875,0.682608695652174,0.6826496674057649,0.7317391304347826,0.22207127412886893,0.6973539718499953,0.6140350877192983,0.6140350877192983,0.6140053866871874,0.6685903354878424,0.7132547575471192,0.24870433492855265,0.6303972068950449,0.5,0.11403508771929827,
home_win_market_only_last_4_histgb_l2_002_recency_1p0,histgb_l2_002,market_only,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,14,0.4099999999999999,0.6866952789699571,0.6841677743317087,0.6856487787605376,0.7251513808890858,0.22819592812897543,0.6966850069632462,0.6096491228070176,0.6096491228070176,0.6079522401901118,0.6579716835949522,0.7566185330400262,0.2627175514200922,0.6238913586508621,0.5,0.10964912280701755,
home_win_form_market_elo_last_6_logistic_l2_c03_recency_4p0,logistic_l2_c03,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,62,0.6599999999999999,0.6918918918918919,0.6735732891309496,0.6822351851061319,0.744701633909543,0.21071983469764738,0.696211076960805,0.6359649122807017,0.6359649122807017,0.6183369299961681,0.6825946445060017,0.6391493721966393,0.22638346485534055,0.6473096346056118,0.5,0.13596491228070173,
home_win_all_features_last_6_histgb_l2_002_recency_2p0,histgb_l2_002,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,118,0.4599999999999999,0.6837837837837838,0.6843180203646697,0.6847242745458958,0.7221761780724604,0.22391794532591394,0.6957364058041908,0.5877192982456141,0.5877192982456141,0.5838446601941748,0.6899045860264696,0.691148499488372,0.24172506818430262,0.6177936888721549,0.5,0.08771929824561409,
home_win_no_market_last_6_extra_trees_depth8_recency_1p0,extra_trees_depth8,no_market,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,104,0.5299999999999999,0.6783783783783783,0.67822045938906,0.6792695458230263,0.7356736916883732,0.20898115233588022,0.6956137920439489,0.6359649122807017,0.6359649122807017,0.6322223301914294,0.6862111418898122,0.6345732935317561,0.22188987914738434,0.650477393850044,0.5,0.13596491228070173,
home_win_no_market_last_8_extra_trees_depth8_recency_4p0,extra_trees_depth8,no_market,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,104,0.5199999999999999,0.6844181459566075,0.6770768025078371,0.6816725386931599,0.7348902821316614,0.20754019127814224,0.6951102068227828,0.6271929824561403,0.6271929824561404,0.6240032594144693,0.6834410587873192,0.6356537203717886,0.22256075612190204,0.6435889468992434,0.5,0.1271929824561403,
home_win_compact_last_6_histgb_l2_010_recency_4p0,histgb_l2_010,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,37,0.38999999999999996,0.6702702702702703,0.6877219985792091,0.6655223327003279,0.7233009708737865,0.21666951717153712,0.6950657403857502,0.6447368421052632,0.6447368421052632,0.6316345866161364,0.7234533702677747,0.6272772895610812,0.21892283876486024,0.6663864622306477,0.5,0.14473684210526316,
home_win_all_features_last_4_logistic_l2_c03_recency_none,logistic_l2_c03,all_features,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,118,0.5599999999999999,0.6824034334763949,0.6764141190370698,0.676630041620845,0.736671097326835,0.20838061939874417,0.6945236009115656,0.6008771929824561,0.6008771929824561,0.6005006257822278,0.68574946137273,0.6366473006165303,0.224880700196134,0.626282388419504,0.5,0.10087719298245612,
home_win_no_market_last_4_histgb_l2_002_recency_2p0,histgb_l2_002,no_market,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,104,0.22999999999999998,0.6695278969957081,0.675897208684094,0.6643597521048324,0.7433909319155221,0.22222757584471575,0.6944147071666331,0.5657894736842105,0.5657894736842105,0.5409862735129639,0.6798245614035087,0.7052634238792508,0.2370958782690161,0.5962795199743129,0.5,0.06578947368421051,
home_win_all_features_last_6_histgb_l2_010_recency_1p0,histgb_l2_010,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,118,0.4599999999999999,0.6756756756756757,0.6770364669666113,0.6767034338701836,0.7345192990764859,0.21799010293801147,0.6942313616351096,0.5964912280701754,0.5964912280701755,0.5939605110336817,0.6899815327793167,0.695608123518588,0.242327615490855,0.6241587119274439,0.5,0.0964912280701754,
home_win_no_market_last_4_histgb_l2_002_recency_4p0,histgb_l2_002,no_market,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,104,0.42999999999999994,0.6824034334763949,0.6772264067346034,0.6780693149181967,0.7333481022005612,0.22690823614013433,0.6941893516019297,0.6447368421052632,0.6447368421052632,0.6445659077349447,0.6938288704216681,0.6866327178617296,0.22930713013204132,0.6594388104446369,0.5,0.14473684210526316,
home_win_no_market_last_4_logistic_l2_c03_recency_4p0,logistic_l2_c03,no_market,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,104,0.4599999999999999,0.6781115879828327,0.6780017722640673,0.6782540558830339,0.731206616452518,0.20948538895503538,0.6940010680634475,0.5789473684210527,0.5789473684210527,0.5786555786555787,0.672591566635888,0.6411151600704659,0.22523914705999565,0.6069968594206822,0.5,0.07894736842105265,
home_win_form_market_elo_last_8_histgb_l2_002_recency_none,histgb_l2_002,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,62,0.4499999999999999,0.6824457593688363,0.683346394984326,0.6830103596726804,0.7182601880877744,0.21628172467009904,0.6937701276186138,0.6140350877192983,0.6140350877192983,0.6062794348508634,0.6710526315789473,0.6586766371195814,0.2327784202890853,0.6299770029469278,0.5,0.11403508771929827,
